id,price,speed,hd,ram,screen,cores,cd,laptop,trend
1322,2364,16,28,14,17,26,1,0,4
1323,2287,19,16,2,17,24,0,0,5
1324,1108,17,8,6,13,6,1,0,2
1325,2533,23,24,10,19,16,0,0,2
1326,1548,24,24,14,21,10,1,0,1
1327,1765,19,24,10,19,4,0,0,2
1328,816,23,16,10,13,4,1,0,1
1329,2910,17,28,10,19,12,0,0,2
1330,819,17,16,14,11,8,0,1,1
1331,2921,24,16,14,21,14,0,0,1
1332,3921,34,3,56,21,24,0,0,5
1333,3098,38,3,32,21,24,0,0,4
1334,3499,35,5,16,15,28,0,0,4
1335,3863,31,5,20,21,24,0,0,4
1336,3997,37,7,20,15,28,0,0,5
1337,1809,22,16,6,21,6,0,0,2
1338,2313,17,16,14,19,14,0,0,2
1339,1892,24,12,10,19,10,1,0,1
1340,4101,39,7,32,21,28,0,0,4
1341,3655,33,5,56,17,20,0,0,5
1342,3306,31,1,16,21,28,0,0,4
1343,2338,21,8,14,23,20,0,0,5
1344,3029,33,3,56,15,16,0,0,1
1345,1997,23,20,2,21,10,0,0,1
1346,1806,18,8,2,19,10,0,0,2
1347,1499,20,12,2,19,4,0,0,2
1348,1387,19,28,14,21,10,0,0,2
1349,973,18,16,2,11,8,0,1,1
1350,1981,19,28,10,23,6,0,0,2
1351,1297,18,28,6,19,8,0,0,2
1352,1206,17,16,2,19,6,0,0,2
1353,3942,37,5,40,17,28,0,0,4
1354,4172,38,7,32,21,26,1,0,5
1355,2331,21,20,2,21,28,0,0,4
1356,1179,20,8,2,12,8,0,1,2
1357,3745,31,3,28,15,24,0,0,4
1358,2935,17,20,6,15,16,0,0,2
1359,516,21,20,14,11,4,1,0,2
1360,3608,36,1,16,15,18,1,0,4
1361,2177,23,16,14,15,26,0,0,4
1362,2613,16,24,14,17,26,0,0,4
1363,3481,36,5,56,15,20,0,0,4
1364,3002,36,1,52,23,18,0,0,5
1365,2984,23,16,6,15,20,1,0,5
1366,3340,39,1,32,15,20,1,0,4
1367,3648,31,7,52,19,18,1,0,4
1368,2193,23,8,10,21,16,0,0,2
1369,2394,16,12,14,17,18,0,0,5
1370,855,21,16,6,11,4,0,1,1
1371,4148,35,3,52,23,30,1,0,5
1372,3399,32,7,60,21,12,0,0,1
1373,1424,23,20,14,23,4,1,0,1
1374,4240,35,7,60,21,30,1,0,4
1375,4021,36,7,60,19,18,0,0,4
1376,3481,35,1,52,15,16,0,0,2
1377,3002,32,3,32,17,14,0,0,1
1378,516,15,20,14,12,8,1,0,1
1379,1576,22,12,14,23,8,1,0,2
1380,3335,32,3,44,17,16,0,0,2
1381,4309,33,7,56,19,20,0,0,4
1382,3356,30,5,52,15,14,1,0,1
1383,2860,18,20,6,15,12,1,0,2
1384,4343,32,7,48,21,30,0,0,4
1385,3324,36,3,44,21,28,1,0,4
1386,3839,34,3,32,19,28,0,0,5
1387,2639,15,16,2,23,24,0,0,4
1388,2248,21,8,10,19,12,1,0,2
1389,901,20,16,10,11,6,0,1,1
1390,2235,15,20,2,17,30,0,0,4
1391,2888,24,28,14,19,22,1,0,5
1392,3529,39,7,24,17,24,0,0,4
1393,2845,16,28,10,19,28,0,0,5
1394,3741,35,1,36,17,12,0,0,1
1395,2895,24,8,14,19,26,0,0,5
1396,1275,23,12,2,17,10,0,0,1
1397,3817,31,7,48,15,12,0,0,1
1398,2277,17,24,2,19,28,0,0,4
1399,2619,15,16,6,23,26,0,0,5
1400,1182,19,28,6,13,8,0,1,2
1401,1403,15,20,2,19,6,0,0,1
1402,1132,15,28,6,11,10,1,0,1
1403,4166,38,3,56,21,30,0,0,5
1404,3526,35,7,24,21,26,0,0,4
1405,1245,21,20,6,19,8,0,0,2
1406,875,16,12,6,11,8,0,1,1
1407,3501,35,7,40,23,20,0,0,5
1408,3615,39,1,40,21,28,0,0,4
1409,2129,18,8,10,23,16,0,0,1
1410,3769,30,5,16,15,28,0,0,5
1411,4067,39,5,24,21,24,0,0,5
1412,1779,20,24,6,21,4,0,0,1
1413,2084,21,12,14,21,28,1,0,5
1414,3343,31,3,48,19,30,0,0,4
1415,2834,22,16,2,15,30,0,0,4
1416,1548,19,16,6,23,4,1,0,2
1417,4089,35,7,56,19,24,0,0,4
1418,1349,23,12,10,21,8,0,0,2
1419,3347,34,7,28,17,30,0,0,5
1420,2669,16,28,10,15,24,0,0,4
1421,951,17,16,10,12,10,0,1,1
1422,1304,16,8,2,23,8,1,0,2
1423,2523,22,24,6,23,26,0,0,4
1424,3261,34,7,60,17,26,0,0,5
1425,4107,31,3,24,15,30,0,0,5
1426,4263,34,1,40,23,28,0,0,5
1427,3419,32,3,48,23,22,0,0,5
1428,746,22,20,2,12,6,0,1,2
1429,2733,20,16,6,15,30,0,0,5
1430,1660,23,20,6,19,6,1,0,2
1431,2700,19,16,14,21,16,1,0,1
1432,3616,35,3,36,17,30,1,0,5
1433,3536,34,5,16,19,22,1,0,5
1434,2203,21,24,6,23,18,0,0,4
1435,3821,37,7,20,15,16,0,0,2
1436,3806,35,5,48,23,22,0,0,5
1437,3575,36,3,48,21,14,0,0,1
1438,2910,18,28,2,17,24,0,0,4
1439,2673,18,16,14,21,16,0,0,2
1440,1768,23,8,2,19,10,1,0,1
1441,1672,17,24,2,21,8,1,0,2
1442,2059,16,24,6,15,20,0,0,5
1443,2734,16,8,6,15,30,0,0,4
1444,3460,33,1,48,17,20,1,0,5
1445,1959,23,8,6,17,10,0,0,1
1446,604,18,28,6,13,6,1,0,1
1447,3442,39,7,52,19,24,0,0,4
1448,816,20,28,10,12,8,1,0,2
1449,1948,20,24,6,17,8,1,0,1
1450,2965,19,24,10,19,22,0,0,4
1451,4282,36,3,28,15,22,0,0,5
1452,1571,24,16,10,21,6,0,0,1
1453,3733,33,5,56,21,14,0,0,1
1454,3165,35,7,52,21,12,0,0,2
1455,2323,19,20,6,21,24,0,0,4
1456,2464,18,20,10,19,12,1,0,1
1457,2726,23,16,2,15,14,0,0,2
1458,636,21,28,10,11,4,1,0,1
1459,3928,31,5,28,21,22,1,0,5
1460,869,20,12,14,13,6,0,1,1
1461,1057,19,24,14,12,10,0,1,2
1462,4325,31,3,48,23,20,0,0,5
1463,3536,32,7,44,17,22,1,0,4
1464,3516,33,5,20,17,28,1,0,4
1465,2375,20,12,14,21,22,0,0,5
1466,4188,30,5,44,17,14,1,0,1
1467,936,15,28,6,12,10,1,0,1
1468,1735,19,16,6,15,4,0,0,1
1469,3075,36,5,28,17,18,0,0,4
1470,2291,18,20,6,17,18,0,0,4
1471,1288,19,16,10,21,8,1,0,1
1472,3269,34,1,44,17,20,0,0,5
1473,3187,38,5,40,15,14,0,0,1
1474,2531,19,28,2,15,18,0,0,5
1475,1058,17,24,6,12,10,0,1,2
1476,4048,34,5,36,17,16,1,0,1
1477,1095,24,8,14,12,4,0,1,1
1478,1375,20,28,14,19,4,0,0,2
1479,1959,21,28,6,17,4,0,0,1
1480,858,18,12,10,11,10,0,1,2
1481,3435,30,3,24,15,28,0,0,5
1482,3275,39,3,20,17,26,0,0,4
1483,3521,38,3,24,21,26,0,0,4
1484,1378,24,24,10,17,10,0,0,1
1485,2096,19,16,14,21,12,1,0,2
1486,1172,23,8,2,11,4,1,0,1
1487,2747,18,16,10,17,20,0,0,5
1488,702,20,24,2,12,4,0,1,1
1489,3665,37,1,40,17,14,0,0,1
1490,2279,22,16,14,15,12,0,0,1
1491,1813,21,16,2,19,6,0,0,1
1492,3313,30,1,40,23,26,0,0,4
1493,1511,18,12,10,19,6,0,0,1
1494,838,23,16,14,12,6,0,1,2
1495,4098,36,3,20,17,16,0,0,2
1496,2017,15,16,2,15,22,0,0,5
1497,3980,30,3,28,17,30,1,0,4
1498,2307,19,24,10,17,16,0,0,2
1499,615,24,24,6,11,8,0,1,2
1500,2829,16,24,6,15,24,0,0,4
1501,1045,20,12,6,13,8,0,1,1
1502,1894,19,12,6,17,8,0,0,1
1503,2885,21,24,10,15,18,0,0,4
1504,2840,16,12,2,17,16,1,0,2
1505,2389,19,24,14,21,26,0,0,5
1506,1472,16,8,10,15,4,1,0,1
1507,2449,22,28,2,23,12,0,0,1
1508,3660,37,1,28,17,24,1,0,5
1509,3794,31,7,40,15,26,0,0,5
1510,2828,22,24,6,19,28,1,0,4
1511,2240,19,24,6,23,16,1,0,1
1512,3653,32,1,48,15,20,0,0,5
1513,2504,22,12,2,15,16,1,0,1
1514,4224,31,1,16,23,20,1,0,4
1515,1175,24,16,6,11,6,0,1,2
1516,1394,15,28,6,15,6,0,0,2
1517,2148,21,16,10,17,16,1,0,1
1518,3598,31,7,44,19,18,0,0,5
1519,2610,17,12,10,21,26,0,0,5
1520,3427,32,3,56,17,22,0,0,4
1521,1233,16,28,10,15,8,0,0,1
1522,1294,20,12,10,15,6,0,0,2
1523,629,21,16,6,11,10,0,1,2
1524,3044,32,1,36,15,14,1,0,1
1525,684,18,24,6,13,4,1,0,1
1526,574,18,24,10,12,8,0,1,2
1527,4110,36,5,40,21,16,0,0,1
1528,574,16,28,14,11,8,0,1,1
1529,3498,39,3,28,19,28,0,0,5
1530,2794,22,12,14,23,14,0,0,2
1531,1439,20,16,10,15,4,0,0,2
1532,4085,30,7,40,23,14,0,0,2
1533,533,16,28,6,13,6,0,1,1
1534,655,23,28,6,13,10,0,1,1
1535,4218,38,7,24,21,24,0,0,5
1536,2448,17,16,14,17,30,1,0,4
1537,1558,15,20,10,17,4,0,0,1
1538,3758,36,3,48,15,14,0,0,1
1539,2017,15,20,10,23,26,0,0,4
1540,1717,18,16,6,19,6,0,0,1
1541,995,20,16,10,13,6,0,1,1
1542,2811,17,16,10,17,22,0,0,4
1543,2635,24,28,2,21,16,0,0,2
1544,4219,39,3,32,19,28,0,0,4
1545,2190,16,24,6,23,14,0,0,1
1546,3429,37,7,16,19,20,0,0,5
1547,2134,19,8,2,19,18,0,0,4
1548,4317,37,5,56,21,26,0,0,4
1549,3984,30,5,52,21,16,1,0,1
1550,1839,24,12,10,19,10,0,0,1
1551,3586,37,7,56,21,14,0,0,1
1552,1316,18,20,14,21,4,1,0,1
1553,3031,35,5,28,23,26,0,0,4
1554,1193,15,20,14,11,6,0,1,1
1555,3372,38,1,36,21,16,1,0,2
1556,768,15,28,10,11,8,1,0,1
1557,2896,18,12,6,21,16,1,0,2
1558,4119,32,3,48,21,22,0,0,4
1559,1971,24,12,10,17,4,0,0,1
1560,1803,20,8,14,17,8,0,0,1
1561,1486,22,20,10,15,10,0,0,1
1562,2912,20,20,6,17,14,1,0,2
1563,1671,15,12,6,17,10,0,0,1
1564,768,16,24,2,13,10,1,0,1
1565,1013,18,24,10,11,4,0,1,1
1566,1162,18,12,10,13,4,0,1,1
1567,3770,33,5,52,17,16,0,0,2
1568,4336,35,3,20,21,28,1,0,4
1569,1679,24,28,2,15,4,0,0,1
1570,529,23,20,2,12,6,0,1,2
1571,3485,31,1,40,19,22,0,0,5
1572,4318,35,5,40,15,22,0,0,5
1573,2254,24,8,10,21,30,0,0,5
1574,2264,22,28,10,21,26,1,0,4
1575,1741,17,8,2,23,4,0,0,1
1576,3008,35,7,28,15,18,1,0,5
1577,2283,18,28,2,21,22,0,0,4
1578,3971,33,5,24,21,28,0,0,5
1579,3621,39,3,44,21,26,0,0,4
1580,2900,24,28,2,21,26,1,0,4
1581,1226,22,12,2,21,10,0,0,2
1582,1289,16,12,14,19,8,0,0,2
1583,2970,19,20,2,23,24,0,0,5
1584,3189,38,7,44,19,26,0,0,4
1585,2504,22,16,14,19,12,1,0,2
1586,4220,36,5,60,23,26,1,0,5
1587,2151,17,24,2,21,12,0,0,1
1588,4244,34,1,16,15,12,1,0,1
1589,3853,35,1,16,17,26,0,0,4
1590,2192,21,8,14,21,12,1,0,2
1591,3461,32,1,16,19,20,0,0,4
1592,2766,18,28,10,19,20,0,0,4
1593,2608,23,16,6,19,30,1,0,4
1594,2980,20,16,2,15,24,1,0,4
1595,1570,17,28,6,23,10,0,0,1
1596,4082,37,5,16,21,22,0,0,4
1597,3850,33,3,36,17,12,0,0,1
1598,708,21,16,6,12,10,1,0,2
1599,1852,23,12,14,19,6,1,0,1
1600,3166,36,5,60,21,12,0,0,2
1601,2481,15,8,2,23,30,0,0,4
1602,917,19,12,6,13,8,0,1,1
1603,2952,22,24,14,19,30,1,0,4
1604,4259,33,3,44,21,28,0,0,5
1605,1350,18,12,10,23,6,0,0,2
1606,569,20,12,14,13,4,0,1,2
1607,3900,30,1,32,15,30,1,0,5
1608,3181,39,5,24,15,30,0,0,4
1609,2594,18,24,10,23,26,0,0,5
1610,4345,30,5,44,21,18,0,0,5
1611,2500,18,8,6,23,24,1,0,5
1612,1509,16,16,10,21,4,0,0,2
1613,3984,39,3,40,21,28,1,0,5
1614,2265,23,12,14,15,14,0,0,1
1615,3478,30,7,52,23,24,0,0,5
1616,3421,36,7,36,15,24,0,0,5
1617,1286,15,20,14,17,6,0,0,1
1618,3877,38,3,32,23,12,0,0,1
1619,2794,18,24,2,19,22,0,0,4
1620,1938,21,20,14,21,6,0,0,1
1621,2807,24,12,2,19,14,0,0,1
1622,2844,16,28,10,17,30,1,0,5
1623,617,20,28,2,12,6,0,1,2
1624,2506,19,12,2,17,30,0,0,4
1625,3944,38,3,24,23,22,1,0,5
1626,546,18,16,2,13,6,0,1,2
1627,917,16,20,2,13,6,0,1,2
1628,562,16,20,6,12,10,0,1,2
1629,630,17,8,10,11,4,0,1,1
1630,2765,24,24,6,21,20,0,0,4
1631,992,23,20,2,13,8,1,0,2
1632,4230,34,1,32,19,22,0,0,4
1633,965,16,20,14,11,4,0,1,1
1634,3649,32,5,36,21,28,0,0,5
1635,2547,21,20,6,15,16,0,0,1
1636,4091,35,5,20,15,12,0,0,1
1637,3961,33,1,44,23,28,0,0,4
1638,1224,24,20,2,17,4,1,0,2
1639,2123,21,12,14,23,16,0,0,2
1640,649,17,20,2,13,4,0,1,2
1641,1320,23,16,2,19,10,1,0,1
1642,1158,18,28,14,11,10,0,1,1
1643,3641,39,5,24,21,18,0,0,5
1644,2039,24,28,6,19,14,0,0,1
1645,1627,17,12,2,17,8,0,0,2
1646,554,17,12,2,13,4,0,1,2
1647,927,22,16,14,13,10,0,1,1
1648,3312,30,7,48,15,22,1,0,5
1649,1031,17,12,6,11,10,0,1,2
1650,2240,21,20,2,21,22,1,0,5
1651,1176,17,20,2,12,8,1,0,2
1652,2906,23,12,2,19,26,0,0,4
1653,3492,31,3,44,17,12,1,0,2
1654,3295,36,1,48,15,14,0,0,1
1655,1137,19,28,10,11,6,0,1,2
1656,964,15,28,6,12,6,1,0,2
1657,2024,16,8,14,19,14,1,0,2
1658,2171,17,16,2,19,12,0,0,2
1659,1779,22,24,6,17,10,0,0,2
1660,1899,19,8,10,15,8,0,0,2
1661,1919,16,16,6,21,10,0,0,1
1662,1326,22,8,2,17,10,0,0,1
1663,3090,32,3,56,21,16,0,0,2
1664,1657,22,8,14,21,8,0,0,2
1665,1607,23,20,6,23,4,0,0,1
1666,4201,34,1,16,17,26,0,0,5
1667,3522,33,1,48,17,28,0,0,4
1668,551,21,24,10,13,8,0,1,2
1669,1362,17,8,14,23,4,0,0,1
1670,4295,39,7,52,21,20,0,0,5
1671,3026,34,5,56,21,16,0,0,1
1672,3540,37,1,52,21,12,1,0,2
1673,1168,16,8,14,12,6,1,0,1
1674,1788,24,20,14,19,6,1,0,2
1675,1129,18,12,10,11,8,0,1,1
1676,3959,34,3,28,19,16,0,0,1
1677,3903,35,1,60,23,28,0,0,4
1678,3957,33,5,40,19,12,0,0,2
1679,2471,21,20,6,19,26,0,0,4
1680,2080,16,28,10,19,22,1,0,5
1681,2504,22,24,10,23,28,1,0,5
1682,2167,19,8,10,17,24,0,0,5
1683,1794,23,12,10,15,10,0,0,1
1684,3715,39,1,24,15,16,0,0,2
1685,3548,35,1,36,19,22,1,0,4
1686,4017,30,7,56,17,26,0,0,4
1687,1045,20,20,2,11,10,0,1,2
1688,2647,18,12,6,19,20,0,0,4
1689,1447,16,28,6,19,10,0,0,1
1690,1558,18,28,2,19,4,0,0,2
1691,1326,19,20,2,19,6,0,0,2
1692,2108,16,20,14,19,20,1,0,5
1693,2001,20,28,6,15,28,0,0,5
1694,3271,36,1,40,23,28,0,0,4
1695,1327,23,12,10,17,8,0,0,1
1696,3384,37,5,32,21,14,1,0,2
1697,656,21,12,14,11,6,1,0,2
1698,804,16,28,2,12,10,1,0,2
1699,1380,20,8,10,21,10,1,0,1
1700,1306,16,16,14,15,8,0,0,2
1701,1824,17,8,6,21,6,1,0,1
1702,1937,22,20,10,21,8,0,0,1
1703,4346,36,1,40,19,16,0,0,2
1704,1752,18,8,6,17,4,1,0,2
1705,3616,36,1,40,15,18,1,0,5
1706,3137,34,1,36,23,14,0,0,2
1707,1834,17,20,14,21,4,0,0,1
1708,3972,35,1,24,15,20,1,0,4
1709,1174,21,16,2,13,4,0,1,2
1710,2712,23,24,14,17,22,1,0,4
1711,3414,39,1,24,17,18,0,0,4
1712,733,23,28,2,12,6,0,1,2
1713,3625,30,7,16,19,12,0,0,2
1714,799,16,24,10,11,6,0,1,1
1715,2185,17,12,10,15,14,0,0,2
1716,737,19,12,10,12,6,0,1,2
1717,1046,21,20,14,12,4,0,1,1
1718,1529,17,20,6,21,4,0,0,1
1719,3098,33,7,60,19,30,0,0,5
1720,2217,17,12,6,21,14,0,0,1
1721,2711,22,24,2,17,26,0,0,4
1722,610,21,28,2,13,10,0,1,2
1723,2917,21,24,2,21,22,0,0,4
1724,1744,21,12,10,19,8,1,0,1
1725,1688,18,8,14,19,8,1,0,1
1726,2685,15,20,6,17,24,0,0,4
1727,1082,17,20,10,12,4,0,1,2
1728,2368,16,24,14,15,14,1,0,1
1729,3724,34,3,24,19,12,1,0,2
1730,2478,16,12,14,19,24,0,0,5
1731,3610,35,7,32,17,18,0,0,4
1732,3837,37,1,60,23,28,0,0,5
1733,1708,24,28,14,17,6,1,0,2
1734,1301,21,16,6,21,10,0,0,2
1735,2342,21,12,14,15,24,0,0,4
1736,3544,31,7,60,17,18,1,0,5
1737,596,20,20,10,11,8,1,0,1
1738,1096,24,12,14,12,8,1,0,2
1739,3306,36,3,36,23,16,0,0,2
1740,686,23,28,10,11,10,0,1,1
1741,3720,30,3,28,23,26,1,0,5
1742,3211,35,1,24,19,12,0,0,2
1743,4215,35,7,48,15,12,0,0,1
1744,2230,19,24,10,15,16,0,0,2
1745,2155,24,8,10,19,18,0,0,5
1746,1757,23,16,14,21,8,0,0,1
1747,2301,18,12,14,21,24,0,0,5
1748,4117,35,5,36,21,20,0,0,4
1749,3520,31,3,28,15,30,1,0,4
1750,1491,16,24,10,19,4,0,0,1
1751,2861,19,20,2,23,22,0,0,5
1752,1922,17,12,10,17,4,0,0,1
1753,2473,19,20,6,15,20,0,0,5
1754,2457,23,16,14,19,30,0,0,5
1755,1277,16,20,10,15,6,0,0,1
1756,1764,23,24,6,23,8,1,0,1
1757,1725,17,12,10,21,4,0,0,2
1758,4246,33,1,52,19,18,0,0,4
1759,4304,30,5,32,23,16,1,0,1
1760,4242,37,3,48,17,22,0,0,5
1761,3628,39,5,28,21,26,1,0,5
1762,1793,19,24,6,17,6,0,0,1
1763,1526,22,12,2,17,4,0,0,1
1764,3687,36,1,36,23,30,0,0,4
1765,2611,19,24,2,23,14,0,0,2
1766,2615,18,16,6,21,28,0,0,4
1767,3948,39,3,24,21,26,1,0,4
1768,3946,34,1,16,21,16,0,0,1
1769,4154,36,3,44,23,18,0,0,4
1770,2655,15,24,2,21,12,0,0,1
1771,2695,21,8,2,19,18,0,0,4
1772,1101,18,20,14,12,6,0,1,1
1773,3919,36,1,24,21,20,0,0,5
1774,2168,24,24,14,23,30,1,0,4
1775,3619,36,5,44,19,22,0,0,4
1776,1563,19,12,10,17,8,0,0,1
1777,2521,17,20,2,17,28,0,0,4
1778,1064,24,20,6,13,10,1,0,2
1779,4223,38,1,20,17,24,0,0,4
1780,3301,30,5,16,15,12,0,0,1
1781,2205,16,16,2,19,30,0,0,5
1782,929,22,12,6,13,8,0,1,1
1783,576,16,8,2,11,4,1,0,1
1784,3979,37,5,40,21,16,0,0,1
1785,4228,31,3,48,19,24,1,0,5
1786,3900,34,7,32,15,16,1,0,2
1787,686,18,16,14,13,10,0,1,1
1788,1178,15,24,6,12,8,0,1,2
1789,1533,23,24,6,23,10,0,0,2
1790,3119,37,5,16,21,24,0,0,4
1791,852,15,24,10,13,4,1,0,2
1792,3617,36,3,48,23,24,0,0,5
1793,4034,34,5,16,23,22,0,0,5
1794,1448,19,8,6,19,4,1,0,2
1795,4178,36,1,40,19,16,0,0,1
1796,2763,19,16,10,19,22,0,0,4
1797,954,19,16,6,12,8,0,1,1
1798,2415,15,16,10,15,12,0,0,2
1799,3905,38,3,48,23,20,0,0,4
1800,2237,23,20,6,19,18,0,0,4
1801,1921,24,12,6,15,10,0,0,1
1802,1664,24,12,14,15,6,1,0,2
1803,2526,22,16,2,17,14,0,0,2
1804,4134,33,7,48,23,24,0,0,5
1805,3076,31,7,44,21,14,1,0,2
1806,1041,21,16,14,11,6,0,1,1
1807,2865,20,28,10,23,24,0,0,4
1808,1573,18,12,10,23,8,0,0,2
1809,2157,20,28,10,19,24,0,0,4
1810,2374,17,8,2,17,28,0,0,4
1811,1672,21,24,10,23,8,1,0,1
1812,3326,33,7,48,15,14,0,0,1
1813,3449,33,7,16,15,22,0,0,5
1814,3198,34,3,52,17,16,0,0,1
1815,2577,22,8,10,23,14,0,0,1
1816,4275,38,3,20,21,22,0,0,4
1817,2733,22,12,2,21,20,0,0,4
1818,801,24,8,2,12,4,0,1,2
1819,4173,31,3,16,19,24,0,0,5
1820,1650,23,8,10,23,4,0,0,2
1821,4235,34,5,56,17,20,0,0,4
1822,859,20,8,6,13,6,0,1,2
1823,1354,24,28,2,15,10,0,0,1
1824,2866,22,20,2,21,22,0,0,5
1825,4118,39,7,28,21,12,0,0,2
1826,4262,39,1,44,21,24,0,0,5
1827,3777,35,3,52,21,16,0,0,2
1828,2546,18,12,6,17,28,0,0,5
1829,948,22,8,14,13,4,1,0,1
1830,2379,18,24,10,15,26,0,0,4
1831,683,23,28,10,12,8,0,1,2
1832,1441,19,16,10,21,4,0,0,1
1833,4030,32,7,56,19,16,0,0,1
1834,3498,34,7,24,15,20,0,0,4
1835,4044,34,7,28,23,22,1,0,4
1836,3326,39,7,20,23,24,0,0,4
1837,4083,37,1,60,23,30,0,0,4
1838,2158,21,24,10,21,24,0,0,5
1839,890,18,20,6,12,6,0,1,1
1840,2191,16,8,2,21,30,0,0,4
1841,2782,20,20,2,23,30,0,0,4
1842,566,16,12,6,12,6,0,1,1
1843,1767,21,16,14,23,8,0,0,2
1844,2598,24,8,10,17,24,0,0,4
1845,997,21,12,14,13,6,0,1,2
1846,2316,15,12,2,23,20,1,0,4
1847,547,22,8,10,11,4,0,1,2
1848,2635,21,24,14,21,18,0,0,4
1849,2280,23,16,6,19,30,1,0,4
1850,1623,20,16,2,15,4,0,0,2
1851,2432,24,20,6,15,16,1,0,1
1852,2599,21,8,10,15,24,0,0,4
1853,1911,23,12,10,19,10,0,0,1
1854,2659,21,12,10,15,14,0,0,2
1855,2323,24,8,2,23,14,0,0,2
1856,3128,39,1,32,19,26,1,0,5
1857,1654,18,12,2,17,6,0,0,1
1858,2498,20,20,10,23,16,0,0,1
1859,1970,17,28,2,21,4,0,0,2
1860,689,17,24,6,11,6,0,1,2
1861,3660,39,1,56,21,20,1,0,5
1862,4330,34,7,56,19,28,0,0,5
1863,1983,23,24,14,15,6,0,0,2
1864,3257,38,1,60,17,22,0,0,5
1865,3190,33,1,20,15,12,0,0,1
1866,2330,16,8,14,19,30,0,0,5
1867,3647,32,7,56,21,24,0,0,4
1868,1752,23,28,6,21,8,1,0,1
1869,2243,15,28,6,23,24,0,0,4
1870,3923,37,1,48,17,14,0,0,1
1871,858,24,28,14,13,8,0,1,1
1872,1673,22,20,6,23,8,0,0,1
1873,3726,36,5,52,17,18,0,0,5
1874,1234,18,8,2,19,10,0,0,1
1875,2033,19,28,2,23,16,0,0,2
1876,638,18,20,14,12,10,0,1,2
1877,3398,32,5,40,23,14,0,0,2
1878,2510,16,28,14,19,16,0,0,1
1879,2586,23,20,14,15,24,0,0,4
1880,2964,20,24,14,19,12,1,0,1
1881,2555,20,12,10,19,20,0,0,4
1882,2562,15,24,10,19,14,0,0,1
1883,877,15,16,6,12,8,0,1,2
1884,2177,20,24,10,19,20,0,0,4
1885,3945,34,1,24,23,14,0,0,2
1886,1669,16,12,2,15,6,0,0,1
1887,4214,30,5,28,19,18,0,0,4
1888,614,21,28,6,13,4,0,1,1
1889,2426,16,24,14,15,30,0,0,5
1890,3711,37,1,28,23,28,0,0,5
1891,2036,21,20,10,19,30,1,0,4
1892,2996,20,20,2,17,12,1,0,2
1893,2396,21,28,10,15,30,1,0,4
1894,976,24,16,14,12,4,1,0,1
1895,1297,22,24,6,23,6,0,0,2
1896,1723,17,20,14,15,10,0,0,2
1897,2833,19,20,10,17,20,0,0,4
1898,4057,31,3,48,19,28,0,0,4
1899,1081,19,12,10,13,8,0,1,2
1900,2185,19,28,10,15,30,0,0,4
1901,3684,35,5,40,23,16,1,0,2
1902,604,16,16,14,13,10,1,0,1
1903,1369,18,24,14,19,8,0,0,2
1904,1250,22,16,2,19,8,0,0,2
1905,3105,38,5,56,21,12,0,0,2
1906,1937,21,20,2,23,6,0,0,2
1907,808,19,28,10,11,4,1,0,1
1908,1532,19,16,14,21,6,1,0,1
1909,2329,23,20,6,21,30,0,0,5
1910,1745,21,20,2,21,10,0,0,2
1911,3285,32,1,60,15,20,0,0,5
1912,1172,22,20,2,12,8,1,0,1
1913,4249,35,5,16,17,14,0,0,2
1914,3307,37,5,60,21,30,0,0,5
1915,4151,32,3,52,23,14,0,0,1
1916,1774,19,28,2,17,10,0,0,2
1917,1416,24,28,2,21,4,1,0,1
1918,2100,17,12,6,19,28,1,0,5
1919,2083,24,16,6,17,18,0,0,4
1920,3981,34,1,32,15,16,0,0,1
1921,553,15,28,2,11,8,0,1,1
1922,3485,31,3,24,19,12,0,0,1
1923,991,21,16,14,11,10,0,1,2
1924,1355,16,20,14,21,10,0,0,1
1925,3908,32,5,20,15,20,1,0,5
1926,3813,37,7,24,17,18,0,0,4
1927,3811,32,7,44,15,22,0,0,5
1928,3670,32,1,36,21,28,0,0,4
1929,4172,38,1,52,21,20,1,0,4
1930,779,19,8,14,11,10,0,1,1
1931,2054,17,16,2,21,28,0,0,5
1932,4283,32,7,16,21,24,0,0,5
1933,1173,16,28,14,11,6,0,1,1
1934,4206,36,7,28,15,16,0,0,2
1935,2824,15,20,10,21,12,1,0,1
1936,3782,33,3,56,19,20,0,0,5
1937,2624,22,28,2,15,22,1,0,5
1938,899,22,16,6,12,6,0,1,1
1939,2980,18,24,10,23,12,1,0,1
1940,2089,19,12,10,21,14,0,0,1
1941,2463,23,24,2,19,24,0,0,4
1942,4293,34,1,56,21,22,0,0,4
1943,4135,34,5,36,19,26,0,0,5
1944,2836,20,8,10,19,22,1,0,4
1945,2015,17,12,6,19,26,0,0,5
1946,2036,24,28,6,17,14,1,0,1
1947,2799,19,16,6,21,26,0,0,5
1948,1395,19,16,2,17,8,0,0,2
1949,2659,16,16,14,17,30,0,0,4
1950,922,17,28,14,12,4,0,1,2
1951,1214,24,8,10,23,8,0,0,1
1952,1632,19,8,10,23,6,1,0,2
1953,1696,18,24,14,21,10,1,0,1
1954,731,16,12,10,13,8,0,1,2
1955,2167,16,12,14,15,16,0,0,2
1956,3682,36,7,24,17,12,0,0,2
1957,3137,30,1,48,15,26,0,0,5
1958,3594,30,1,52,19,16,0,0,2
1959,4035,37,7,20,21,22,0,0,4
